SMILES,TITLE,receptor,Chemgauss4
C[N@H+]1CCc2c(c3cc(ccc3[nH]2)C(=O)NC[C@@H]4CCC(=O)N4)C1,T2K-444925,PLPro_1,-15.252476
C[C@H](c1ccc(cc1)F)NC(=O)NCCCc2c(c([nH]n2)N)C#N,SIM-303037-MOS,PLPro_1,-15.252068
c1c([nH]c(c1)C(=O)N[C@H]2CC[C@@H](CC2)[NH2+]CC3CCCCC3)C#N,T2K-487977,PLPro_1,-15.251985
CC(=O)c1cc([nH]c1)C(=O)NCCCCc2c[nH]c3c2cccc3,SIM-22977-ENA,PLPro_1,-15.251324
Cc1ccc2c(c1Br)cc([nH]2)C(=O)N3CCc4c([nH]c(=O)[nH]4)C3,SIM-7976-E15,PLPro_1,-15.248264
Cc1nncn1c2cccc(c2)NC(=O)c3c4c(c[nH]3)CCCC4,SIM-437632-ENA,PLPro_1,-15.247789
CC[NH+](CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,DB01233,PLPro_1,-15.247717
CCS(=O)(=O)Nc1ccc(cc1)NC(=O)c2ccc([nH]2)Cl,T2K-477463,PLPro_1,-15.247679
C[C@H](C(=O)N)[N@@H+]1C[C@H]([C@@H](C1)OC)NC(=O)c2c(c[nH]n2)Br,T2K-486191,PLPro_1,-15.246180
Cc1ccc(cc1C(=O)N[C@H](C)c2ccc(c(c2)Cl)Cl)S(=O)(=O)N,EDB=257922,PLPro_1,-15.246122
CN(Cc1cccc2c1[nH]cc2)C(=O)c3ccc4c(c3)nn[nH]4,SIM-2826-ENA,PLPro_1,-15.243803
C#CCNS(=O)(=O)c1ccc(cc1)C(=O)N[C@H]2CCC[N@@H+](C2)CC(=O)N,DUD=86866,PLPro_1,-15.241638
C[C@@]1(C[NH+]=CN1)C(=O)CNC(=O)c2ccn[nH]2,SIM-294911-G17,PLPro_1,-15.241062
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)NOCCCO,SIM-387296-ENA,PLPro_1,-15.241056
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)N[C@H](C)c2ccc(s2)Cl,EDB=149325,PLPro_1,-15.238927
CCn1c2ccc(cc2nc1C[N@H+](C)CC(=O)Nc3c(cc(cc3C)C)C)F,DUD=52088,PLPro_1,-15.236755
Cc1c(c(n[nH]1)C(=O)NCCCc2[nH]nc(n2)O)Br,T2K-458103,PLPro_1,-15.236683
C[C@@H](c1ccncc1)Sc2[nH]c(nn2)c3ccccc3F,EDB=21181,PLPro_1,-15.236012
c1ccc(c(c1)CCNC(=O)N[C@H]2C[C@@H](C=C2)CO)Br,T2K-248088,PLPro_1,-15.226103
CC[C@H](C)c1[nH]nc(n1)[C@H](C)NC(=O)NCc2c(cc([nH]c2=O)C)C,SIM-239651-E15,PLPro_1,-15.224131
Cc1c([nH]nn1)C(=O)N[C@H](C)CCCNC(=O)c2ccc([nH]2)C#N,T2K-488160,PLPro_1,-15.223353
Cc1c2cc(cnc2sc1C(=O)NC[C@@H](c3ccc(cc3)OC)[NH+](C)C)C(=O)C,EDB=203725,PLPro_1,-15.219282
Cc1ccc(cc1Br)CNC(=O)N[C@@H](C)c2c[nH]nc2,T2K-475370,PLPro_1,-15.219172
Cc1[nH]c(c[nH+]1)C(=O)NC[C@H]2CC[C@@H](C2)NC(=O)CCc3cnn[nH]3,T2K-473222,PLPro_1,-15.216286
c1cc(ccc1CNC(=O)CSc2c(=O)[nH]c(=O)[nH]n2)Cl,SIM-8406-MOS,PLPro_1,-15.215883
c1ccc2c(c1)cc([nH]2)C[N@@H+]3CCOc4c(cc(cc4O)c5cccnc5)C3,T2K-521613,PLPro_1,-15.214083
CC[N@H+]1CCC[C@@H](C1)NC(=O)c2cccnc2N(C)C,EDB=66756,PLPro_1,-15.212664
CC(=O)NCCCNC(=O)c1ccc(cc1)n2cnnn2,EDB=95812,PLPro_1,-15.210490
Cc1c(cc[nH]1)C(=O)N[C@@H]2C[N@H+](Cc3c2cccc3)C,EDB=300843,PLPro_1,-15.207815
Cn1c(ccn1)[C@H]2[C@@H](CC(=O)N2C)[NH2+]Cc3ccc4cn[nH]c4c3,EDB=295331,PLPro_1,-15.203039
CC[C@@H](CC#Cc1cccc(c1)c2cc(n[nH]2)C(=O)NN)O,SIM-129351-SAV,PLPro_1,-15.197500
C[C@H](CCO)CNC(=O)N[C@H](C)Cc1ccccc1C(F)(F)F,SIM-443407-PCH,PLPro_1,-15.197075
c1c[nH]c2c1c(ncn2)C(=O)N[C@H]3[C@@H]4[C@H]3[NH2+]CCC4,SIM-351292-E15,PLPro_1,-15.196486
c1cc(cc(c1)NC(=O)c2ccc[nH]2)c3[nH]ccn3,SIM-264210-EMO,PLPro_1,-15.193545
Cc1ccc(cc1C(=O)NCc2ccccc2F)S(=O)(=O)NC3CC3,EDB=22450,PLPro_1,-15.190650
C[C@@H]1[C@H](CCC[N@@H+]1CC(=O)N)NC(=O)c2cc3cc(ccc3[nH]2)Cl,SIM-370393-EMO,PLPro_1,-15.187072
